# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
UFD1	YGR048W	YGR048W_mRNA	protein_coding	0	2	0	25	14	0	0	0	0	0	0	0	0	2	11
UFD4	YKL010C	YKL010C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
UFO1	YML088W	YML088W_mRNA	protein_coding	0	2	1	15	6	0	0	1	0	0	0	0	0	2	9
UGA1	YGR019W	YGR019W_mRNA	protein_coding	0	0	1	20	20	0	0	1	0	0	0	0	0	0	0
UGA2	YBR006W	YBR006W_mRNA	protein_coding	0	8	0	31	15	0	0	0	0	0	0	0	0	8	16
UIP3	YAR027W	YAR027W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
UIP4	YPL186C	YPL186C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ULP2	YIL031W	YIL031W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
UME1	YPL139C	YPL139C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
UPF3	YGR072W	YGR072W_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2
URA5	YML106W	YML106W_mRNA	protein_coding	0	0	0	23	8	0	0	0	0	0	0	0	0	0	15
URB2	YJR041C	YJR041C_mRNA	protein_coding	0	2	5	35	17	0	0	5	0	0	0	0	0	2	18
URC2	YDR520C	YDR520C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
USA1	YML029W	YML029W_mRNA	protein_coding	0	12	7	21	4	0	0	7	0	0	0	0	0	12	17
USB1	YLR132C	YLR132C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
UTP13	YLR222C	YLR222C_mRNA	protein_coding	0	1	3	6	2	0	0	3	0	0	0	0	0	1	4
UTP14	YML093W	YML093W_mRNA	protein_coding	0	7	3	18	9	0	0	3	0	0	0	0	0	7	9
UTP20	YBL004W	YBL004W_mRNA	protein_coding	0	5	3	25	22	0	0	3	0	0	0	0	0	5	3
UTP4	YDR324C	YDR324C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
UTP8	YGR128C	YGR128C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
UTR1	YJR049C	YJR049C_mRNA	protein_coding	0	0	0	19	11	0	0	0	0	0	0	0	0	0	8
VAC17	YCL063W	YCL063W_mRNA	protein_coding	0	1	5	35	20	0	0	5	0	0	0	0	0	1	15
VAM7	YGL212W	YGL212W_mRNA	protein_coding	0	0	2	8	3	0	0	2	0	0	0	0	0	0	5
VAN1	YML115C	YML115C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
VBA3	YCL069W	YCL069W_mRNA	protein_coding	0	0	0	22	14	0	0	0	0	0	0	0	0	0	8
VBA4	YDR119W	YDR119W_mRNA	protein_coding	0	1	0	11	7	0	0	0	0	0	0	0	0	1	4
VBA5	YKR105C	YKR105C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
VEL1	YGL258W	YGL258W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
VHR1	YIL056W	YIL056W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
VHS2	YIL135C	YIL135C_mRNA	protein_coding	0	0	1	3	0	0	0	1	0	0	0	0	0	0	3
VHT1	YGR065C	YGR065C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
VID30	YGL227W	YGL227W_mRNA	protein_coding	0	1	0	15	10	0	0	0	0	0	0	0	0	1	5
VMA4	YOR332W	YOR332W_mRNA	protein_coding	0	1	0	7	2	0	0	0	0	0	0	0	0	1	5
VMA7	YGR020C	YGR020C_mRNA	protein_coding	0	1	0	22	3	0	0	0	0	0	0	0	0	1	19
VPS3	YDR495C	YDR495C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
VPS34	YLR240W	YLR240W_mRNA	protein_coding	0	6	0	5	5	0	0	0	0	0	0	0	0	6	0
VPS38	YLR360W	YLR360W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
VPS4	YPR173C	YPR173C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
VPS55	YJR044C	YJR044C_mRNA	protein_coding	0	0	0	31	18	0	0	0	0	0	0	0	0	0	13
VPS62	YGR141W	YGR141W_mRNA	protein_coding	0	1	0	2	2	0	0	0	0	0	0	0	0	1	0
VPS63	YLR261C	YLR261C_mRNA	protein_coding	0	0	1	27	10	0	0	1	0	0	0	0	0	0	17
VPS69	YPR087W	YPR087W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
VPS71	YML041C	YML041C_mRNA	protein_coding	0	3	0	10	9	0	0	0	0	0	0	0	0	3	1
VPS9	YML097C	YML097C_mRNA	protein_coding	0	0	2	27	15	0	0	2	0	0	0	0	0	0	12
VRG4	YGL225W	YGL225W_mRNA	protein_coding	0	0	0	11	1	0	0	0	0	0	0	0	0	0	10
VRP1	YLR337C	YLR337C_mRNA	protein_coding	0	3	2	11	1	0	0	2	0	0	0	0	0	3	10
VTC4	YJL012C	YJL012C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
VTH2	YJL222W	YJL222W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
WAR1	YML076C	YML076C_mRNA	protein_coding	0	4	2	7	1	0	0	2	0	0	0	0	0	4	6
XDJ1	YLR090W	YLR090W_mRNA	protein_coding	0	3	2	16	10	0	0	2	0	0	0	0	0	3	6
XRN1	YGL173C	YGL173C_mRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	0	1
XYL2	YLR070C	YLR070C_mRNA	protein_coding	0	2	3	12	10	0	0	3	0	0	0	0	0	2	2
YAE1	YJR067C	YJR067C_mRNA	protein_coding	0	2	1	18	6	0	0	1	0	0	0	0	0	2	12
YAF9	YNL107W	YNL107W_mRNA	protein_coding	0	2	0	21	9	0	0	0	0	0	0	0	0	2	12
YAL063C-A	YAL063C-A	YAL063C-A_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2
YAL064W	YAL064W	YAL064W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YAP1801	YHR161C	YHR161C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YAP7	YOL028C	YOL028C_mRNA	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	0	2	2
YAR028W	YAR028W	YAR028W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YAR029W	YAR029W	YAR029W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YAR030C	YAR030C	YAR030C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YAR035C-A	YAR035C-A	YAR035C-A_mRNA	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	0	0	6
YAR047C	YAR047C	YAR047C_mRNA	protein_coding	0	0	0	9	6	0	0	0	0	0	0	0	0	0	3
YAR053W	YAR053W	YAR053W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YAR069C	YAR069C	YAR069C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YAR070C	YAR070C	YAR070C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YAR075W	YAR075W	YAR075W_mRNA	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
YAT1	YAR035W	YAR035W_mRNA	protein_coding	0	0	0	7	6	0	0	0	0	0	0	0	0	0	1
YBL005W-A	YBL005W-A	YBL005W-A		0	0	0	18	3	0	0	0	0	0	0	0	0	0	15
YBL005W-B	YBL005W-B	YBL005W-B		0	0	0	22	7	0	0	0	0	0	0	0	0	0	15
YBL006W-A	YBL006W-A	YBL006W-A_mRNA	protein_coding	0	0	0	24	13	0	0	0	0	0	0	0	0	0	11
YBL008W-A	YBL008W-A	YBL008W-A_mRNA	protein_coding	0	0	0	19	12	0	0	0	0	0	0	0	0	0	7
YBL010C	YBL010C	YBL010C_mRNA	protein_coding	0	0	0	25	14	0	0	0	0	0	0	0	0	0	11
YBL012C	YBL012C	YBL012C_mRNA	protein_coding	0	0	2	23	13	0	0	2	0	0	0	0	0	0	10
YBL028C	YBL028C	YBL028C_mRNA	protein_coding	0	1	0	14	2	0	0	0	0	0	0	0	0	1	12
YBL029C-A	YBL029C-A	YBL029C-A_mRNA	protein_coding	0	0	0	10	1	0	0	0	0	0	0	0	0	0	9
YBL029W	YBL029W	YBL029W_mRNA	protein_coding	0	0	1	12	12	0	0	1	0	0	0	0	0	0	0
YBP1	YBR216C	YBR216C_mRNA	protein_coding	0	1	0	3	2	0	0	0	0	0	0	0	0	1	1
YBR012C	YBR012C	YBR012C_mRNA	protein_coding	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0
YBR012W-A	YBR012W-A	YBR012W-A		0	0	0	13	0	0	0	0	0	0	0	0	0	0	13
YBR012W-B	YBR012W-B	YBR012W-B		0	0	0	24	11	0	0	0	0	0	0	0	0	0	13
YBR013C	YBR013C	YBR013C_mRNA	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13
YBR016W	YBR016W	YBR016W_mRNA	protein_coding	0	1	0	22	10	0	0	0	0	0	0	0	0	1	12
YBR051W	YBR051W	YBR051W_mRNA	protein_coding	0	0	0	7	4	0	0	0	0	0	0	0	0	0	3
YBR053C	YBR053C	YBR053C_mRNA	protein_coding	0	1	0	7	4	0	0	0	0	0	0	0	0	1	3
YBR056C-B	YBR056C-B	YBR056C-B_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2
YBR056W	YBR056W	YBR056W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2
YBR056W-A	YBR056W-A	YBR056W-A_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
YBR062C	YBR062C	YBR062C_mRNA	protein_coding	0	0	2	14	10	0	0	2	0	0	0	0	0	0	4
YBR063C	YBR063C	YBR063C_mRNA	protein_coding	0	0	0	16	14	0	0	0	0	0	0	0	0	0	2
YBR064W	YBR064W	YBR064W_mRNA	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	0	0	12
YBR071W	YBR071W	YBR071W_mRNA	protein_coding	0	2	0	9	4	0	0	0	0	0	0	0	0	2	5
YBR072C-A	YBR072C-A	YBR072C-A_mRNA	protein_coding	0	0	0	7	4	0	0	0	0	0	0	0	0	0	3
YBR074W	YBR074W	YBR074W_mRNA	protein_coding	0	1	0	5	1	0	0	0	0	0	0	0	0	1	4
YBR076C-A	YBR076C-A	YBR076C-A_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3
YBR085C-A	YBR085C-A	YBR085C-A_mRNA	protein_coding	0	0	0	12	7	0	0	0	0	0	0	0	0	0	5
YBR089W	YBR089W	YBR089W_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
YBR090C	YBR090C	YBR090C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0
YBR206W	YBR206W	YBR206W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
YBR209W	YBR209W	YBR209W_mRNA	protein_coding	0	0	1	10	8	0	0	1	0	0	0	0	0	0	2
YBR219C	YBR219C	YBR219C_mRNA	protein_coding	0	1	0	5	1	0	1	0	0	0	0	0	0	1	3
YBR220C	YBR220C	YBR220C_mRNA	protein_coding	0	3	0	5	2	0	0	0	0	0	0	0	0	3	3
YBR221W-A	YBR221W-A	YBR221W-A_mRNA	protein_coding	0	0	0	11	6	0	0	0	0	0	0	0	0	0	5
YBR223W-A	YBR223W-A	YBR223W-A_mRNA	protein_coding	0	0	0	10	8	0	0	0	0	0	0	0	0	0	2
YBR224W	YBR224W	YBR224W_mRNA	protein_coding	0	0	2	7	4	0	0	2	0	0	0	0	0	0	3
YBR225W	YBR225W	YBR225W_mRNA	protein_coding	0	2	0	8	3	0	0	0	0	0	0	0	0	2	5
YBR226C	YBR226C	YBR226C_mRNA	protein_coding	0	0	1	8	6	0	0	1	0	0	0	0	0	0	2
YBR230W-A	YBR230W-A	YBR230W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YBR238C	YBR238C	YBR238C_mRNA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
YBR241C	YBR241C	YBR241C_mRNA	protein_coding	0	1	1	11	10	0	0	1	0	0	0	0	0	1	1
YBR242W	YBR242W	YBR242W_mRNA	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11
YBR259W	YBR259W	YBR259W_mRNA	protein_coding	0	1	1	16	0	0	0	1	0	0	0	0	0	1	16
YBR262C	YBR262C	YBR262C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
YCG1	YDR325W	YDR325W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YCL019W	YCL019W	YCL019W		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YCL023C	YCL023C	YCL023C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
YCL041C	YCL041C	YCL041C_mRNA	protein_coding	0	0	2	18	12	0	0	2	0	0	0	0	0	0	6
YCL042W	YCL042W	YCL042W_mRNA	protein_coding	0	0	2	18	6	0	0	2	0	0	0	0	0	0	12
YCL046W	YCL046W	YCL046W_mRNA	protein_coding	0	0	0	27	12	0	0	0	0	0	0	0	0	0	15
YCL048W-A	YCL048W-A	YCL048W-A_mRNA	protein_coding	0	0	0	43	15	0	0	0	0	0	0	0	0	0	28
YCL049C	YCL049C	YCL049C_mRNA	protein_coding	0	2	7	32	17	0	0	7	0	0	0	0	0	2	15
YCL057C-A	YCL057C-A	YCL057C-A_mRNA	protein_coding	0	2	0	42	19	0	0	0	0	0	0	0	0	2	23
YCL065W	YCL065W	YCL065W_mRNA	protein_coding	1	0	1	25	21	1	0	1	0	0	0	0	0	0	4
YCL068C	YCL068C	YCL068C_mRNA	protein_coding	0	0	0	23	8	0	0	0	0	0	0	0	0	0	15
YCL074W	YCL074W	YCL074W	pseudogene	0	0	0	48	11	0	0	0	13	0	0	0	0	0	24
YCL075W	YCL075W	YCL075W	pseudogene	0	1	0	46	25	0	0	0	17	1	0	0	0	0	5
YCL076W	YCL076W	YCL076W_mRNA	protein_coding	0	0	5	42	42	0	0	5	0	0	0	0	0	0	0
YCR013C	YCR013C	YCR013C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YCR016W	YCR016W	YCR016W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YCR023C	YCR023C	YCR023C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YCR024C-B	YCR024C-B	YCR024C-B_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YCR025C	YCR025C	YCR025C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YCR038W-A	YCR038W-A	YCR038W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YCR041W	YCR041W	YCR041W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YCR043C	YCR043C	YCR043C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YCR045W-A	YCR045W-A	YCR045W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YCS4	YLR272C	YLR272C_mRNA	protein_coding	0	2	0	25	11	0	0	0	0	0	0	0	0	2	14
YDL144C	YDL144C	YDL144C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YDL211C	YDL211C	YDL211C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YDR042C	YDR042C	YDR042C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YDR094W	YDR094W	YDR094W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
YDR095C	YDR095C	YDR095C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YDR098C-B	YDR098C-B	YDR098C-B		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YDR102C	YDR102C	YDR102C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YDR109C	YDR109C	YDR109C_mRNA	protein_coding	0	1	0	6	0	0	0	0	0	0	0	0	0	1	6
YDR114C	YDR114C	YDR114C_mRNA	protein_coding	0	0	1	10	6	0	0	1	0	0	0	0	0	0	4
YDR118W-A	YDR118W-A	YDR118W-A_mRNA	protein_coding	0	0	0	8	4	0	0	0	0	0	0	0	0	0	4
YDR124W	YDR124W	YDR124W_mRNA	protein_coding	0	2	0	26	13	0	0	0	0	0	0	0	0	2	13
YDR271C	YDR271C	YDR271C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YDR274C	YDR274C	YDR274C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YDR320W-B	YDR320W-B	YDR320W-B_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YDR491C	YDR491C	YDR491C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YDR514C	YDR514C	YDR514C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YEF3	YLR249W	YLR249W_mRNA	protein_coding	0	2	2	20	8	0	0	2	0	0	0	0	0	2	12
YEH2	YLR020C	YLR020C_mRNA	protein_coding	0	0	0	7	3	0	0	0	0	0	0	0	0	0	4
YEL023C	YEL023C	YEL023C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YEL025C	YEL025C	YEL025C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YEL028W	YEL028W	YEL028W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YEL030C-A	YEL030C-A	YEL030C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YEL053W-A	YEL053W-A	YEL053W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YER006C-A	YER006C-A	YER006C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YER066C-A	YER066C-A	YER066C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YER067C-A	YER067C-A	YER067C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YER068C-A	YER068C-A	YER068C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YER152C	YER152C	YER152C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YER152W-A	YER152W-A	YER152W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YER175W-A	YER175W-A	YER175W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YER186C	YER186C	YER186C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YER187W	YER187W	YER187W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YER188W	YER188W	YER188W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YFR034W-A	YFR034W-A	YFR034W-A_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
YFR035C	YFR035C	YFR035C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
YFR036W-A	YFR036W-A	YFR036W-A_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
YFR045W	YFR045W	YFR045W_mRNA	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
YGL007C-A	YGL007C-A	YGL007C-A_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
YGL034C	YGL034C	YGL034C_mRNA	protein_coding	0	0	0	10	7	0	0	0	0	0	0	0	0	0	3
YGL036W	YGL036W	YGL036W_mRNA	protein_coding	0	1	2	12	6	0	0	2	0	0	0	0	0	1	6
YGL039W	YGL039W	YGL039W_mRNA	protein_coding	0	0	0	15	8	0	0	0	0	0	0	0	0	0	7
YGL041C	YGL041C	YGL041C_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
YGL041C-B	YGL041C-B	YGL041C-B_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
YGL041W-A	YGL041W-A	YGL041W-A_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0
YGL042C	YGL042C	YGL042C_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
YGL052W	YGL052W	YGL052W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YGL176C	YGL176C	YGL176C_mRNA	protein_coding	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0
YGL177W	YGL177W	YGL177W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
YGL214W	YGL214W	YGL214W_mRNA	protein_coding	0	1	0	14	5	0	0	0	0	0	0	0	0	1	9
YGL217C	YGL217C	YGL217C_mRNA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
YGL218W	YGL218W	YGL218W_mRNA	protein_coding	0	0	0	9	8	0	0	0	0	0	0	0	0	0	1
YGL220W	YGL220W	YGL220W_mRNA	protein_coding	0	0	0	7	6	0	0	0	0	0	0	0	0	0	1
YGL230C	YGL230C	YGL230C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
YGL235W	YGL235W	YGL235W_mRNA	protein_coding	0	1	1	6	2	0	0	1	0	0	0	0	0	1	4
YGL239C	YGL239C	YGL239C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YGL242C	YGL242C	YGL242C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGL258W-A	YGL258W-A	YGL258W-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YGL260W	YGL260W	YGL260W_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2
YGL262W	YGL262W	YGL262W_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	0	3
YGP1	YNL160W	YNL160W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YGR015C	YGR015C	YGR015C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
YGR016W	YGR016W	YGR016W_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0
YGR017W	YGR017W	YGR017W_mRNA	protein_coding	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0
YGR018C	YGR018C	YGR018C_mRNA	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	17
YGR021W	YGR021W	YGR021W_mRNA	protein_coding	0	3	0	20	15	0	0	0	0	0	0	0	0	3	5
YGR022C	YGR022C	YGR022C_mRNA	protein_coding	0	2	2	20	11	0	0	2	0	0	0	0	0	2	9
YGR025W	YGR025W	YGR025W_mRNA	protein_coding	0	0	0	19	1	0	0	0	0	0	0	0	0	0	18
YGR026W	YGR026W	YGR026W_mRNA	protein_coding	0	0	0	19	1	0	0	0	0	0	0	0	0	0	18
YGR027W-A	YGR027W-A	YGR027W-A		0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
YGR027W-B	YGR027W-B	YGR027W-B		0	0	0	7	2	0	0	0	0	0	0	0	0	0	5
YGR035C	YGR035C	YGR035C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
YGR035W-A	YGR035W-A	YGR035W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
YGR038C-A	YGR038C-A	YGR038C-A		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YGR038C-B	YGR038C-B	YGR038C-B		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YGR039W	YGR039W	YGR039W_mRNA	protein_coding	0	0	1	25	25	0	0	1	0	0	0	0	0	0	0
YGR045C	YGR045C	YGR045C_mRNA	protein_coding	0	0	1	31	20	0	0	1	0	0	0	0	0	0	11
YGR050C	YGR050C	YGR050C_mRNA	protein_coding	0	0	2	18	7	0	0	2	0	0	0	0	0	0	11
YGR051C	YGR051C	YGR051C_mRNA	protein_coding	1	0	1	17	9	0	0	1	0	0	0	1	0	0	8
YGR053C	YGR053C	YGR053C_mRNA	protein_coding	0	0	1	19	15	0	0	1	0	0	0	0	0	0	4
YGR054W	YGR054W	YGR054W_mRNA	protein_coding	0	1	0	22	8	0	0	0	0	0	0	0	0	1	14
YGR064W	YGR064W	YGR064W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
YGR066C	YGR066C	YGR066C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
YGR067C	YGR067C	YGR067C_mRNA	protein_coding	0	0	1	2	1	0	0	1	0	0	0	0	0	0	1
YGR068W-A	YGR068W-A	YGR068W-A_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
YGR069W	YGR069W	YGR069W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
YGR073C	YGR073C	YGR073C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2
YGR079W	YGR079W	YGR079W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
YGR109W-B	YGR109W-B	YGR109W-B		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGR111W	YGR111W	YGR111W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
YGR114C	YGR114C	YGR114C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
YGR115C	YGR115C	YGR115C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
YGR117C	YGR117C	YGR117C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGR121W-A	YGR121W-A	YGR121W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YGR122C-A	YGR122C-A	YGR122C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YGR122W	YGR122W	YGR122W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
